ACTUALSHIPDATE,CATEGORY,WHSEID,BRAND,Total QTY,Total CBM,Week,Day
2024-01-12,FRESH,BKD1,KINH DO BREAD,294940.0,96.39910456694888,5.Friday,12
2024-01-12,MOONCAKE,BKD1,TRANG VANG,0.0,0.0,5.Friday,12
2024-01-12,TET,BKD1,AFC,0.0,0.0,5.Friday,12
2024-01-13,DRY,BKD1,AFC,155900.0,106.62479849083822,6.Saturday,13
2024-01-13,TET,BKD1,SOLITE,3066.0,12.839711572,6.Saturday,13
2024-01-13,TET,BKD1,OREO,3252.0,15.138,6.Saturday,13
2024-01-13,TET,BKD1,LU,5450.0,21.115000342,6.Saturday,13
2024-01-13,TET,BKD1,KOKO,680.0,1.19,6.Saturday,13
2024-01-13,TET,BKD1,COSY,17288.0,104.113572632,6.Saturday,13
2024-01-13,MOONCAKE,BKD1,THU,0.0,0.0,6.Saturday,13
2024-01-13,FRESH,BKD1,KINH DO CAKE,33186.0,23.5108,6.Saturday,13
2024-01-13,TET,BKD1,HAMPER,4168.0,19.185147678124995,6.Saturday,13
2024-01-13,DRY,BKD1,SOLITE,273444.0,117.92005760567332,6.Saturday,13
2024-01-13,DRY,BKD1,SLIDE,28028.0,37.95355707453011,6.Saturday,13
2024-01-13,DRY,BKD1,RITZ,3372.0,5.313999936,6.Saturday,13
2024-01-13,DRY,BKD1,OREO,239482.0,119.54031994099361,6.Saturday,13
2024-01-13,DRY,BKD1,LU,788.0,0.8660001559999999,6.Saturday,13
2024-01-13,DRY,BKD1,KINH DO BISCUIT,14280.0,31.416000000000004,6.Saturday,13
2024-01-13,DRY,BKD1,COSY,73280.0,99.41740135193204,6.Saturday,13
2024-01-13,FRESH,BKD1,KINH DO BREAD,145190.0,46.42935716836567,6.Saturday,13
2024-01-13,MOONCAKE,BKD1,TRANG VANG,0.0,0.0,6.Saturday,13
2024-01-13,TET,BKD1,AFC,0.0,0.0,6.Saturday,13
2024-01-14,DRY,BKD1,AFC,0.0,0.0,7.Sunday,14
2024-01-14,TET,BKD1,SOLITE,0.0,0.0,7.Sunday,14
2024-01-14,TET,BKD1,OREO,0.0,0.0,7.Sunday,14
2024-01-14,TET,BKD1,LU,0.0,0.0,7.Sunday,14
2024-01-14,TET,BKD1,KOKO,0.0,0.0,7.Sunday,14
2024-01-14,TET,BKD1,COSY,0.0,0.0,7.Sunday,14
2024-01-14,MOONCAKE,BKD1,THU,0.0,0.0,7.Sunday,14
2024-01-14,FRESH,BKD1,KINH DO CAKE,0.0,0.0,7.Sunday,14
2024-01-14,TET,BKD1,HAMPER,0.0,0.0,7.Sunday,14
2024-01-14,DRY,BKD1,SOLITE,0.0,0.0,7.Sunday,14
2024-01-14,DRY,BKD1,SLIDE,0.0,0.0,7.Sunday,14
2024-01-14,DRY,BKD1,RITZ,0.0,0.0,7.Sunday,14
2024-01-14,DRY,BKD1,OREO,0.0,0.0,7.Sunday,14
2024-01-14,DRY,BKD1,LU,0.0,0.0,7.Sunday,14
2024-01-14,DRY,BKD1,KINH DO BISCUIT,0.0,0.0,7.Sunday,14
2024-01-14,DRY,BKD1,COSY,0.0,0.0,7.Sunday,14
2024-01-14,FRESH,BKD1,KINH DO BREAD,0.0,0.0,7.Sunday,14
2024-01-14,MOONCAKE,BKD1,TRANG VANG,0.0,0.0,7.Sunday,14
2024-01-14,TET,BKD1,AFC,0.0,0.0,7.Sunday,14
2024-01-15,DRY,BKD1,AFC,232776.0,130.68878959467455,1.Monday,15
2024-01-15,TET,BKD1,SOLITE,1728.0,11.5374939912,1.Monday,15
2024-01-15,TET,BKD1,OREO,3508.0,19.861040672301726,1.Monday,15
2024-01-15,TET,BKD1,LU,5058.0,24.090999053999997,1.Monday,15
2024-01-15,TET,BKD1,KOKO,1060.0,2.5126625000000002,1.Monday,15
2024-01-15,TET,BKD1,COSY,3188.0,17.696999612,1.Monday,15
2024-01-15,MOONCAKE,BKD1,THU,0.0,0.0,1.Monday,15
2024-01-15,FRESH,BKD1,KINH DO CAKE,86746.0,57.69080012,1.Monday,15
2024-01-15,TET,BKD1,HAMPER,4068.0,23.448403140624997,1.Monday,15
2024-01-15,DRY,BKD1,SOLITE,395916.0,125.8302133514848,1.Monday,15
2024-01-15,DRY,BKD1,SLIDE,34636.0,83.99889572734479,1.Monday,15
2024-01-15,DRY,BKD1,RITZ,5666.0,7.166999648,1.Monday,15
2024-01-15,DRY,BKD1,OREO,235118.0,95.15004399188697,1.Monday,15
2024-01-15,DRY,BKD1,LU,1260.0,1.3800002399999998,1.Monday,15
2024-01-15,DRY,BKD1,KINH DO BISCUIT,6120.0,14.524308398437501,1.Monday,15
2024-01-15,DRY,BKD1,COSY,108314.0,117.41734171254465,1.Monday,15
2024-01-15,FRESH,BKD1,KINH DO BREAD,360580.0,119.86143118526408,1.Monday,15
2024-01-15,MOONCAKE,BKD1,TRANG VANG,0.0,0.0,1.Monday,15
2024-01-15,TET,BKD1,AFC,0.0,0.0,1.Monday,15
2024-01-16,DRY,BKD1,AFC,269532.0,170.81106871875375,2.Tuesday,16
2024-01-16,TET,BKD1,SOLITE,2858.0,9.2939741168,2.Tuesday,16
2024-01-16,TET,BKD1,OREO,1900.0,14.523626443383053,2.Tuesday,16
2024-01-16,TET,BKD1,LU,11844.0,33.235069983248806,2.Tuesday,16
2024-01-16,TET,BKD1,KOKO,200.0,0.35,2.Tuesday,16
2024-01-16,TET,BKD1,COSY,3232.0,18.139999504000002,2.Tuesday,16
2024-01-16,MOONCAKE,BKD1,THU,0.0,0.0,2.Tuesday,16
2024-01-16,FRESH,BKD1,KINH DO CAKE,48210.0,36.04700006,2.Tuesday,16
2024-01-16,TET,BKD1,HAMPER,7276.0,31.463183128125,2.Tuesday,16
2024-01-16,DRY,BKD1,SOLITE,484562.0,144.93892666363243,2.Tuesday,16
2024-01-16,DRY,BKD1,SLIDE,40474.0,75.35070599392795,2.Tuesday,16
2024-01-16,DRY,BKD1,RITZ,6070.0,7.4849992,2.Tuesday,16
2024-01-16,DRY,BKD1,OREO,225420.0,106.73787296368802,2.Tuesday,16
2024-01-16,DRY,BKD1,LU,1608.0,1.776000336,2.Tuesday,16
2024-01-16,DRY,BKD1,KINH DO BISCUIT,13740.0,33.507718066406255,2.Tuesday,16
2024-01-16,DRY,BKD1,COSY,81272.0,93.63512786047899,2.Tuesday,16
2024-01-16,FRESH,BKD1,KINH DO BREAD,197590.0,62.82055920774086,2.Tuesday,16
2024-01-16,MOONCAKE,BKD1,TRANG VANG,0.0,0.0,2.Tuesday,16
2024-01-16,TET,BKD1,AFC,0.0,0.0,2.Tuesday,16
2024-01-17,DRY,BKD1,AFC,479024.0,281.956340688295,3.Wednesday,17
2024-01-17,TET,BKD1,SOLITE,6210.0,15.2919411992,3.Wednesday,17
2024-01-17,TET,BKD1,OREO,11852.0,45.90502881250021,3.Wednesday,17
2024-01-17,TET,BKD1,LU,22546.0,93.6113498061155,3.Wednesday,17
2024-01-17,TET,BKD1,KOKO,1130.0,9.237572499999999,3.Wednesday,17
2024-01-17,TET,BKD1,COSY,11770.0,43.215461846256744,3.Wednesday,17
2024-01-17,MOONCAKE,BKD1,THU,0.0,0.0,3.Wednesday,17
2024-01-17,FRESH,BKD1,KINH DO CAKE,68128.0,43.54040012,3.Wednesday,17
2024-01-17,TET,BKD1,HAMPER,16426.0,70.3532439,3.Wednesday,17
2024-01-17,DRY,BKD1,SOLITE,392064.0,173.55894446,3.Wednesday,17
2024-01-17,DRY,BKD1,SLIDE,68012.0,73.46707871428215,3.Wednesday,17
2024-01-17,DRY,BKD1,RITZ,7264.0,7.8859989520000005,3.Wednesday,17
2024-01-17,DRY,BKD1,OREO,177056.0,80.77699874622323,3.Wednesday,17
2024-01-17,DRY,BKD1,LU,1312.0,1.3840001439999996,3.Wednesday,17
2024-01-17,DRY,BKD1,KINH DO BISCUIT,9720.0,25.159436132812502,3.Wednesday,17
2024-01-17,DRY,BKD1,COSY,120186.0,159.21453605609375,3.Wednesday,17
2024-01-17,FRESH,BKD1,KINH DO BREAD,267992.0,89.33713922993948,3.Wednesday,17
