ACTUALSHIPDATE,CATEGORY,WHSEID,BRAND,Total QTY,Total CBM,Week,Day,CATEGORY_encoded,WHSEID_encoded,BRAND_encoded,Week_encoded
2023-06-12,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,1.Monday,12,3,0,7,0
2023-06-12,TET,BKD1,LU,-0.34103601359328906,-0.1254426712013324,1.Monday,12,3,0,8,0
2023-06-12,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,1.Monday,12,3,0,9,0
2023-06-12,TET,BKD1,SOLITE,-0.3900089083672978,-0.5250681331876046,1.Monday,12,3,0,12,0
2023-06-12,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,1.Monday,12,2,0,13,0
2023-06-13,DRY,BKD1,SLIDE,0.9307407111580995,2.557372183575297,2.Tuesday,13,0,0,11,1
2023-06-13,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,2.Tuesday,13,2,0,14,1
2023-06-13,DRY,BKD1,KINH DO BISCUIT,0.8364014526205711,3.4820687456782986,2.Tuesday,13,0,0,4,1
2023-06-13,DRY,BKD1,LU,-0.3698882616772012,-0.4973089606450148,2.Tuesday,13,0,0,8,1
2023-06-13,DRY,BKD1,RITZ,-0.33676512160718364,-0.4691117157004509,2.Tuesday,13,0,0,10,1
2023-06-13,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,2.Tuesday,13,3,0,3,1
2023-06-13,FRESH,BKD1,KINH DO CAKE,1.8772178296344595,2.0269008246043225,2.Tuesday,13,1,0,6,1
2023-06-13,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,2.Tuesday,13,3,0,0,1
2023-06-13,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,2.Tuesday,13,3,0,2,1
2023-06-13,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,2.Tuesday,13,3,0,7,1
2023-06-13,TET,BKD1,LU,-0.3248066240460885,0.013783978899398263,2.Tuesday,13,3,0,8,1
2023-06-13,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,2.Tuesday,13,3,0,9,1
2023-06-13,TET,BKD1,SOLITE,-0.3569806770080826,-0.33089452568408984,2.Tuesday,13,3,0,12,1
2023-06-13,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,2.Tuesday,13,2,0,13,1
2023-06-14,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,3.Wednesday,14,2,0,14,2
2023-06-14,DRY,BKD1,KINH DO BISCUIT,0.42905326585691744,2.7954238073560087,3.Wednesday,14,0,0,4,2
2023-06-14,DRY,BKD1,LU,-0.3560315899000592,-0.47645138359657435,3.Wednesday,14,0,0,8,2
2023-06-14,DRY,BKD1,RITZ,-0.2377753362403405,-0.3157268644867481,3.Wednesday,14,0,0,10,2
2023-06-14,DRY,BKD1,SLIDE,1.0762357648180905,3.0424956655551405,3.Wednesday,14,0,0,11,2
2023-06-14,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,3.Wednesday,14,3,0,3,2
2023-06-14,FRESH,BKD1,KINH DO CAKE,2.8394972484594097,2.862516920054331,3.Wednesday,14,1,0,6,2
2023-06-14,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,3.Wednesday,14,3,0,0,2
2023-06-14,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,3.Wednesday,14,3,0,2,2
2023-06-14,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,3.Wednesday,14,3,0,7,2
2023-06-14,TET,BKD1,LU,-0.3204408233491808,0.04576949238051614,3.Wednesday,14,3,0,8,2
2023-06-14,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,3.Wednesday,14,3,0,9,2
2023-06-14,TET,BKD1,SOLITE,-0.38659219477841344,-0.5049812082734478,3.Wednesday,14,3,0,12,2
2023-06-14,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,3.Wednesday,14,2,0,13,2
2023-06-15,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,4.Thursday,15,2,0,14,3
2023-06-15,FRESH,BKD1,KINH DO CAKE,1.8221233230136997,1.86341778540028,4.Thursday,15,1,0,6,3
2023-06-15,DRY,BKD1,KINH DO BISCUIT,0.5446520756141705,3.477149498358975,4.Thursday,15,0,0,4,3
2023-06-15,DRY,BKD1,LU,-0.3653326435586887,-0.48954023588137663,4.Thursday,15,0,0,8,3
2023-06-15,DRY,BKD1,RITZ,-0.2818129780526274,-0.37038516147579464,4.Thursday,15,0,0,10,3
2023-06-15,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,4.Thursday,15,3,0,3,3
2023-06-15,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,4.Thursday,15,3,0,0,3
2023-06-15,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,4.Thursday,15,3,0,2,3
2023-06-15,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,4.Thursday,15,3,0,7,3
2023-06-15,TET,BKD1,LU,-0.36314974321023485,-0.30486350219698366,4.Thursday,15,3,0,8,3
2023-06-15,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,4.Thursday,15,3,0,9,3
2023-06-15,TET,BKD1,SOLITE,-0.3552723202136404,-0.32085106322701146,4.Thursday,15,3,0,12,3
2023-06-15,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,4.Thursday,15,2,0,13,3
2023-06-16,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,5.Friday,16,3,0,3,4
2023-06-16,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,5.Friday,16,2,0,14,4
2023-06-16,FRESH,BKD1,KINH DO CAKE,2.8760845564737125,2.5846341089154534,5.Friday,16,1,0,6,4
2023-06-16,DRY,BKD1,LU,-0.3647631912938747,-0.48790048513518625,5.Friday,16,0,0,8,4
2023-06-16,DRY,BKD1,RITZ,-0.2071198226511839,-0.30691323162344936,5.Friday,16,0,0,10,4
2023-06-16,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,5.Friday,16,2,0,13,4
2023-06-16,TET,BKD1,SOLITE,-0.3848838379839713,-0.49493774581636957,5.Friday,16,3,0,12,4
2023-06-16,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,5.Friday,16,3,0,2,4
2023-06-16,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,5.Friday,16,3,0,9,4
2023-06-16,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,5.Friday,16,3,0,0,4
2023-06-16,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,5.Friday,16,3,0,7,4
2023-06-16,TET,BKD1,LU,-0.33961238293125395,-0.12886377461077989,5.Friday,16,3,0,8,4
2023-06-17,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,6.Saturday,17,2,0,14,5
2023-06-17,FRESH,BKD1,KINH DO BREAD,4.961418750222781,1.9538360059659556,6.Saturday,17,1,0,5,5
2023-06-17,FRESH,BKD1,KINH DO CAKE,1.2542370519278836,1.3525265934411128,6.Saturday,17,1,0,6,5
2023-06-17,DRY,BKD1,LU,-0.3558417724784545,-0.4758756599943659,6.Saturday,17,0,0,8,5
2023-06-17,DRY,BKD1,SLIDE,0.7659791892052331,1.9212832881747035,6.Saturday,17,0,0,11,5
2023-06-17,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,6.Saturday,17,3,0,3,5
2023-06-17,DRY,BKD1,OREO,3.877845998992437,3.065787783311666,6.Saturday,17,0,0,9,5
2023-06-17,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,6.Saturday,17,3,0,0,5
2023-06-17,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,6.Saturday,17,2,0,13,5
2023-06-17,TET,BKD1,SOLITE,-0.37520314948213235,-0.43802479189292554,6.Saturday,17,3,0,12,5
2023-06-17,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,6.Saturday,17,3,0,9,5
2023-06-17,DRY,BKD1,RITZ,-0.24878474669341222,-0.34264608827607085,6.Saturday,17,0,0,10,5
2023-06-17,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,6.Saturday,17,3,0,7,5
2023-06-17,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,6.Saturday,17,3,0,2,5
2023-06-17,TET,BKD1,LU,-0.33761930000440477,-0.08506881476867807,6.Saturday,17,3,0,8,5
2023-06-18,DRY,BKD1,RITZ,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,0,0,10,6
2023-06-18,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,2,0,14,6
2023-06-18,FRESH,BKD1,KINH DO CAKE,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,1,0,6,6
2023-06-18,DRY,BKD1,SOLITE,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,0,0,12,6
2023-06-18,DRY,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,0,0,2,6
2023-06-18,DRY,BKD1,KINH DO BISCUIT,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,0,0,4,6
2023-06-18,DRY,BKD1,LU,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,0,0,8,6
2023-06-18,DRY,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,0,0,9,6
2023-06-18,FRESH,BKD1,KINH DO BREAD,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,1,0,5,6
2023-06-18,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,3,0,3,6
2023-06-18,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,2,0,13,6
2023-06-18,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,3,0,0,6
2023-06-18,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,3,0,2,6
2023-06-18,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,3,0,7,6
2023-06-18,TET,BKD1,LU,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,3,0,8,6
2023-06-18,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,3,0,9,6
2023-06-18,TET,BKD1,SOLITE,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,3,0,12,6
2023-06-18,DRY,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,0,0,0,6
2023-06-18,DRY,BKD1,SLIDE,-0.3900089083672978,-0.5250681331876046,7.Sunday,18,0,0,11,6
2023-06-19,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,1.Monday,19,2,0,14,0
2023-06-19,DRY,BKD1,LU,-0.3294571508754033,-0.42750942919619744,1.Monday,19,0,0,8,0
2023-06-19,DRY,BKD1,RITZ,-0.3096212303177137,-0.4099440955506979,1.Monday,19,0,0,10,0
2023-06-19,DRY,BKD1,SLIDE,1.7704929843372255,3.425213946524427,1.Monday,19,0,0,11,0
2023-06-19,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,1.Monday,19,3,0,3,0
2023-06-19,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,1.Monday,19,2,0,13,0
2023-06-19,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,1.Monday,19,3,0,2,0
2023-06-19,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,1.Monday,19,3,0,7,0
2023-06-19,TET,BKD1,LU,-0.28323660871466255,0.4781303382956056,1.Monday,19,3,0,8,0
2023-06-19,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,1.Monday,19,3,0,9,0
2023-06-19,TET,BKD1,SOLITE,-0.3894394561024837,-0.5217203123685784,1.Monday,19,3,0,12,0
2023-06-19,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,1.Monday,19,3,0,0,0
2023-06-20,DRY,BKD1,RITZ,-0.3253760763109026,-0.4352235675006642,2.Tuesday,20,0,0,10,1
2023-06-20,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,2.Tuesday,20,2,0,14,1
2023-06-20,FRESH,BKD1,KINH DO CAKE,1.9262856331192706,2.077609996031683,2.Tuesday,20,1,0,6,1
2023-06-20,DRY,BKD1,KINH DO BISCUIT,0.6270328365906038,2.599642103617308,2.Tuesday,20,0,0,4,1
2023-06-20,DRY,BKD1,LU,-0.3871616470432275,-0.5209687604215014,2.Tuesday,20,0,0,8,1
2023-06-20,DRY,BKD1,OREO,4.034445371816302,3.5293141157322556,2.Tuesday,20,0,0,9,1
2023-06-20,DRY,BKD1,SLIDE,0.6576883501797604,1.1594887776965181,2.Tuesday,20,0,0,11,1
2023-06-20,TET,BKD1,SOLITE,-0.3900089083672978,-0.5250681331876046,2.Tuesday,20,3,0,12,1
2023-06-20,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,2.Tuesday,20,2,0,13,1
2023-06-20,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,2.Tuesday,20,3,0,0,1
2023-06-20,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,2.Tuesday,20,3,0,2,1
2023-06-20,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,2.Tuesday,20,3,0,7,1
2023-06-20,TET,BKD1,LU,-0.37947404146823777,-0.4298681619736852,2.Tuesday,20,3,0,8,1
2023-06-20,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,2.Tuesday,20,3,0,9,1
2023-06-20,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,2.Tuesday,20,3,0,3,1
2023-06-21,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,3.Wednesday,21,2,0,14,2
2023-06-21,FRESH,BKD1,KINH DO CAKE,2.7586350268558135,2.822192752512389,3.Wednesday,21,1,0,6,2
2023-06-21,DRY,BKD1,LU,-0.26188214878413546,-0.3046195705236401,3.Wednesday,21,0,0,8,2
2023-06-21,DRY,BKD1,RITZ,-0.060580773172367174,-0.14307502522257523,3.Wednesday,21,0,0,10,2
2023-06-21,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,3.Wednesday,21,3,0,3,2
2023-06-21,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,3.Wednesday,21,2,0,13,2
2023-06-21,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,3.Wednesday,21,3,0,0,2
2023-06-21,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,3.Wednesday,21,3,0,2,2
2023-06-21,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,3.Wednesday,21,3,0,7,2
2023-06-21,TET,BKD1,LU,-0.3828907550571221,-0.4743521713867462,3.Wednesday,21,3,0,8,2
2023-06-21,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,3.Wednesday,21,3,0,9,2
2023-06-21,TET,BKD1,SOLITE,-0.3797587676006448,-0.4648073584451345,3.Wednesday,21,3,0,12,2
2023-06-22,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,4.Thursday,22,2,0,14,3
2023-06-22,FRESH,BKD1,KINH DO CAKE,2.084878088869985,2.0762163404711362,4.Thursday,22,1,0,6,3
2023-06-22,DRY,BKD1,LU,-0.3636242867642466,-0.4866706741252298,4.Thursday,22,0,0,8,3
2023-06-22,DRY,BKD1,RITZ,-0.3324942296210783,-0.4482732347398443,4.Thursday,22,0,0,10,3
2023-06-22,DRY,BKD1,SLIDE,0.6018820282279831,1.2399246644227992,4.Thursday,22,0,0,11,3
2023-06-22,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,4.Thursday,22,3,0,3,3
2023-06-22,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,4.Thursday,22,2,0,13,3
2023-06-22,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,4.Thursday,22,3,0,0,3
2023-06-22,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,4.Thursday,22,3,0,2,3
2023-06-22,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,4.Thursday,22,3,0,7,3
2023-06-22,TET,BKD1,LU,-0.3800434937330518,-0.4413726106622653,4.Thursday,22,3,0,8,3
2023-06-22,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,4.Thursday,22,3,0,9,3
2023-06-22,TET,BKD1,SOLITE,-0.36267519965622314,-0.364372733874351,4.Thursday,22,3,0,12,3
2023-06-23,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,5.Friday,23,2,0,14,4
2023-06-23,FRESH,BKD1,KINH DO CAKE,2.2283800596031265,2.04767090616387,5.Friday,23,1,0,6,4
2023-06-23,DRY,BKD1,LU,-0.3419851007013125,-0.45510550300636043,5.Friday,23,0,0,8,4
2023-06-23,DRY,BKD1,RITZ,-0.2409073236968178,-0.33465231356850167,5.Friday,23,0,0,10,4
2023-06-23,DRY,BKD1,SLIDE,0.8104913745715316,1.5550626485597456,5.Friday,23,0,0,11,4
2023-06-23,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,5.Friday,23,3,0,3,4
2023-06-23,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,5.Friday,23,2,0,13,4
2023-06-23,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,5.Friday,23,3,0,0,4
2023-06-23,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,5.Friday,23,3,0,2,4
2023-06-23,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,5.Friday,23,3,0,7,4
2023-06-23,TET,BKD1,LU,-0.36438355645066534,-0.3144083203311343,5.Friday,23,3,0,8,4
2023-06-23,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,5.Friday,23,3,0,9,4
2023-06-23,TET,BKD1,SOLITE,-0.3871616470432275,-0.508329029092474,5.Friday,23,3,0,12,4
2023-06-24,FRESH,BKD1,KINH DO BREAD,4.586054798999516,1.79569533725162,6.Saturday,24,1,0,5,5
2023-06-24,FRESH,BKD1,KINH DO CAKE,1.4256896379923154,1.248908155483638,6.Saturday,24,1,0,6,5
2023-06-24,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,6.Saturday,24,2,0,14,5
2023-06-24,DRY,BKD1,OREO,4.3602669760007435,3.170234559074221,6.Saturday,24,0,0,9,5
2023-06-24,DRY,BKD1,RITZ,-0.33467712996953214,-0.4514844106198748,6.Saturday,24,0,0,10,5
2023-06-24,DRY,BKD1,SLIDE,0.43645614529950016,0.8509546198269825,6.Saturday,24,0,0,11,5
2023-06-24,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,6.Saturday,24,3,0,3,5
2023-06-24,DRY,BKD1,LU,-0.36058720801857164,-0.48270794793787125,6.Saturday,24,0,0,8,5
2023-06-24,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,6.Saturday,24,3,0,0,5
2023-06-24,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,6.Saturday,24,3,0,2,5
2023-06-24,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,6.Saturday,24,3,0,7,5
2023-06-24,TET,BKD1,LU,-0.3811823982626799,-0.4599564316822678,6.Saturday,24,3,0,8,5
2023-06-24,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,6.Saturday,24,3,0,9,5
2023-06-24,TET,BKD1,SOLITE,-0.38545329024878533,-0.49828556663539564,6.Saturday,24,3,0,12,5
2023-06-24,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,6.Saturday,24,2,0,13,5
2023-06-25,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,2,0,14,6
2023-06-25,FRESH,BKD1,KINH DO BREAD,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,1,0,5,6
2023-06-25,FRESH,BKD1,KINH DO CAKE,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,1,0,6,6
2023-06-25,DRY,BKD1,SOLITE,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,0,0,12,6
2023-06-25,DRY,BKD1,COSY,0.025691244946962104,0.287974052834995,7.Sunday,25,0,0,2,6
2023-06-25,DRY,BKD1,KINH DO BISCUIT,0.1338871752616325,1.1343579625309812,7.Sunday,25,0,0,4,6
2023-06-25,DRY,BKD1,LU,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,0,0,8,6
2023-06-25,DRY,BKD1,OREO,2.7932292519432673,1.9827231564760435,7.Sunday,25,0,0,9,6
2023-06-25,DRY,BKD1,RITZ,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,0,0,10,6
2023-06-25,DRY,BKD1,SLIDE,-0.26311596202456594,-0.3179814856199566,7.Sunday,25,0,0,11,6
2023-06-25,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,3,0,3,6
2023-06-25,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,2,0,13,6
2023-06-25,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,3,0,0,6
2023-06-25,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,3,0,2,6
2023-06-25,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,3,0,7,6
2023-06-25,TET,BKD1,LU,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,3,0,8,6
2023-06-25,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,3,0,9,6
2023-06-25,TET,BKD1,SOLITE,-0.3900089083672978,-0.5250681331876046,7.Sunday,25,3,0,12,6
2023-06-25,DRY,BKD1,AFC,1.318347886074866,0.03381306431777794,7.Sunday,25,0,0,0,6
2023-06-26,FRESH,BKD1,KINH DO CAKE,3.199675805954299,3.346516214369743,1.Monday,26,1,0,6,0
2023-06-26,DRY,BKD1,KINH DO BISCUIT,0.41054606725046067,2.1151064750826465,1.Monday,26,0,0,4,0
2023-06-26,DRY,BKD1,LU,-0.35109633693833736,-0.46904337205086044,1.Monday,26,0,0,8,0
2023-06-26,DRY,BKD1,OREO,2.4933177258078656,1.7829659523711752,1.Monday,26,0,0,9,0
2023-06-26,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,1.Monday,26,2,0,14,0
2023-06-26,DRY,BKD1,RITZ,-0.2931071146381061,-0.36334789833498765,1.Monday,26,0,0,10,0
2023-06-26,DRY,BKD1,SLIDE,0.42250456481155585,0.6822321147627189,1.Monday,26,0,0,11,0
2023-06-26,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,1.Monday,26,3,0,2,0
2023-06-26,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,1.Monday,26,2,0,13,0
2023-06-26,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,1.Monday,26,3,0,0,0
2023-06-26,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,1.Monday,26,3,0,7,0
2023-06-26,TET,BKD1,LU,-0.3900089083672978,-0.5250681331876046,1.Monday,26,3,0,8,0
2023-06-26,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,1.Monday,26,3,0,9,0
2023-06-26,TET,BKD1,SOLITE,-0.38773109930804156,-0.5116768499115001,1.Monday,26,3,0,12,0
2023-06-26,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,1.Monday,26,3,0,3,0
2023-06-27,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,2.Tuesday,27,2,0,14,1
2023-06-27,FRESH,BKD1,KINH DO CAKE,1.6846955097719079,1.9838846946189124,2.Tuesday,27,1,0,6,1
2023-06-27,DRY,BKD1,LU,-0.3843143857191572,-0.5168693876553981,2.Tuesday,27,0,0,8,1
2023-06-27,DRY,BKD1,OREO,3.169257564142148,1.8905611854316566,2.Tuesday,27,0,0,9,1
2023-06-27,DRY,BKD1,RITZ,-0.21509215435858067,-0.23230462978971347,2.Tuesday,27,0,0,10,1
2023-06-27,DRY,BKD1,SLIDE,0.608525637984147,1.054203139729457,2.Tuesday,27,0,0,11,1
2023-06-27,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,2.Tuesday,27,3,0,3,1
2023-06-27,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,2.Tuesday,27,2,0,13,1
2023-06-27,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,2.Tuesday,27,3,0,2,1
2023-06-27,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,2.Tuesday,27,3,0,7,1
2023-06-27,TET,BKD1,LU,-0.3860227425135994,-0.2710163041330797,2.Tuesday,27,3,0,8,1
2023-06-27,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,2.Tuesday,27,3,0,9,1
2023-06-27,TET,BKD1,SOLITE,-0.3900089083672978,-0.5250681331876046,2.Tuesday,27,3,0,12,1
2023-06-27,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,2.Tuesday,27,3,0,0,1
2023-06-28,DRY,BKD1,SLIDE,1.4814959599440927,3.1670271968150905,3.Wednesday,28,0,0,11,2
2023-06-28,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,3.Wednesday,28,2,0,14,2
2023-06-28,FRESH,BKD1,KINH DO CAKE,2.5021442359124832,1.7001944387280552,3.Wednesday,28,1,0,6,2
2023-06-28,DRY,BKD1,LU,-0.33780911742600944,-0.4478868918131266,3.Wednesday,28,0,0,8,2
2023-06-28,DRY,BKD1,RITZ,-0.11828526934019137,-0.12455892599161729,3.Wednesday,28,0,0,10,2
2023-06-28,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,3.Wednesday,28,3,0,3,2
2023-06-28,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,3.Wednesday,28,2,0,13,2
2023-06-28,TET,BKD1,AFC,-0.3900089083672978,-0.5250681331876046,3.Wednesday,28,3,0,0,2
2023-06-28,TET,BKD1,COSY,-0.3900089083672978,-0.5250681331876046,3.Wednesday,28,3,0,2,2
2023-06-28,TET,BKD1,KOKO,-0.3900089083672978,-0.5250681331876046,3.Wednesday,28,3,0,7,2
2023-06-28,TET,BKD1,LU,-0.23113172648417654,0.5728843650928125,3.Wednesday,28,3,0,8,2
2023-06-28,TET,BKD1,OREO,-0.3900089083672978,-0.5250681331876046,3.Wednesday,28,3,0,9,2
2023-06-28,TET,BKD1,SOLITE,-0.38659219477841344,-0.5049812082734478,3.Wednesday,28,3,0,12,2
2023-06-29,MOONCAKE,BKD1,TRANG VANG,-0.3900089083672978,-0.5250681331876046,4.Thursday,29,2,0,14,3
2023-06-29,FRESH,BKD1,KINH DO CAKE,1.8709064003661038,2.0219541702451425,4.Thursday,29,1,0,6,3
2023-06-29,DRY,BKD1,LU,-0.37767077596299325,-0.5073041845344906,4.Thursday,29,0,0,8,3
2023-06-29,DRY,BKD1,RITZ,-0.19478169024687939,-0.24200648522848756,4.Thursday,29,0,0,10,3
2023-06-29,TET,BKD1,HAMPER,-0.3900089083672978,-0.5250681331876046,4.Thursday,29,3,0,3,3
2023-06-29,MOONCAKE,BKD1,THU,-0.3900089083672978,-0.5250681331876046,4.Thursday,29,2,0,13,3
